content,docs,etc,howto,name,purpose,service,target
"
								- 전국 종합사회복지관 신청접수(10월 중 공고 확인)
							",,,,," 
								- 65세 이상 수급자 독거노인
							",독거노인 생활필수품 지원,"
								- 생활필수품 세트
							"
"
								- 방문 접수: 소아내분비 진료전문 병원 방문(매년 4~6월 중)
							",,,"
								- 신청서(재단양식) 및 담당의사 추천서 1부, 주민등록등본 1부, 수급자증명서 또는 차상위계층 증명서 1부, 재산세 납입증명서 1부(수급자 및 차상위계층 증명서 첨부시 불필요), 건강보험료 납입증명서 1부(수급자 및 차상위계층 증명서 첨부시 불필요)
							",," 
								- 주요대상: 기초생활수급가정 또는 차상위계층 가정의 미취학아동~고등학생,- 후보대상: 재산세 10만원 미만 및 건강보험료 기준이하 가정
							",저신장자녀 성장호르몬제 지원,"
								- 호르몬제 1인당 최고 400vial 지원
							"
"
								- 방문 접수: 학교제출
							","
								,
							",,"
								- 공통서류,ㆍ샛별장학생 지원서, 자기소개서(본인 작성), 샛별장학생 추천서(학교장 작성), 고등학교 1학년 생활기록부 사본, 실시한 전국연합학력고사 성적 사본
							",," 
								- 포항시 및 광양시 소재 고등학교 2학년 진학예정자로서 학업성적이 상위 4% 범위 내에 속하는 학생 (음악, 미술, 체육, 로봇 등 특정분야 특기생 추천 가능)
							",포스코샛별장학,"
								- 매년 100만원의 장학금을 2년간 지원(장학금 수혜자격 유지 전제), - 대학평가 기관(별도공지)이 발표하는 전국 10위권 이내 대학에 졸업 당해 년도 입학 시는 입학격려금 400만원 정액 지급
							"
"
								- 인터넷 접수 (eduman.kosaf.go.kr),- 매년 3~4월 공고 참조
							","
								,
							",,"
								* 개인정보동의서 및 서약서, 기초생활수급자 및 차상위계층 대상자 증명서(둘 중 하나만 제출), 학교생활기록부, 학교장 추천서 및 교사 의견서, 자기소개서, 기타 증빙서류
							",," 
								- 대한민국 국적을 소지한 기초생활수급자 또는 차상위계층인 자,- 공고일 현재 국내 고등학교 재학자 중 2년 이내 졸업예정자로서 해외대학 입학 희망자,- 국내 고등학교 재학 중 全학년 全학기 동안 이수한 국어영어수학과학사회 성적인정 과목수 또는 이수단위 합계가 다음의 지원 기준 이상인 자 중 학교장의 추천을 받은 자
							",드림장학금,"
								- 학업장려비 월 100만원  12월 (고3) 또는 월 50만원  24월 (고2)
							"
"
								- 전화 문의(02-787-2072)
							",,,,," 
								- 서울, 경기도, 인천시 등록 저소득 중증장애인,ㆍ대상자 주거지 현장 방문 실사 후 선발
							",주거환경개선 서비스,"
								- 주거환경의 문제로 불편을 겪는 중증장애인 가정을 대상으로 주거환경으로 개선시켜 드리는 사업
							"
"
								- 우편 접수: 서울시 강남구 역삼동 831-17 경원빌딩 15층 ,- 이메일 접수: seomok001@gmail.com ,- 매년 3월 공고
							",,,"
								- 교사추천서, 장학금 신청서(자기소개서)
							",," 
								- 저소득층, 한부모, 다문화 가정등 소외계층을 우선 선발(고등학생)
							",서목장학금,"
								- 소정의 장학금 지원,- 금액미정
							"
"
								- 우편 접수: 서울시 강남구 테헤란로 403, 14층 (재)양호재단 ,- 매년 1~2월, 7~8월 접수
							",,,"
								- 양호재단 장학생 지원신청서, 추천서, 자기소개서, 양호재단 장학생 생활 현황 ,- 주민등록등본, 등록금고지서, 통장사본(신한은행)
							",," 
								- 전국 대학생
							",대학생 장학금 지원,"
								- 등록금 50% 지원 (성적 등 기준에 충족되면 계속 지원 가능) ,- 4년제 이외의 대학은 수업료 전액 지원
							"
"
								- 기타 접수 : 지정 학교에서 재단으로 신청,- 매년 7월 중순 ~ 8월 중순 공고
							",,,"
								- 추천서, 논문, 재학증명서, 성적증명서, 연구계획서
							",," 
								- 재단이 지정한 학교에서 추천받은 대학원생
							",3·1장학금,"
								- 대학원 등록금 전액,- 금액미정
							"
"
								- 기타 접수: 사업장 확인
							",,,,," 
								- 친부모의 특별한 사정(부모의 사망, 실직, 질병, 학대, 수감 등)으로 친가정의 보호를 받을 수 없는 아동
							",가정위탁,"
								- 일정기간 동안 일반가정에서 보호를 받을 수 있도록 지원
							"
"
								- 방문 접수: 협력병원(홈페이지 참조) 초진을 통해 신청 ,- 연중수시 접수
							",,,"
								- 공통서류,ㆍ공문(신청병원 양식),ㆍ지원신청서(재단 양식 다운로드),ㆍ사회복지사 추천소견(구체적으로 작성), 검진소견서(재단 양식 다운로드),ㆍ지원대상자 서약서(재단 양식 다운로드),- 추가서류,ㆍ의료급여 1, 2종: 의료급여증명서 혹은 의료급여증 사본 1부,ㆍ차상위 120% 이내:장애(아동)수당 대상자 확인서, 자활근로자 확인서, 차상위 우선 돌봄 증명서, 복지대상자 급여(변경) 신청 결과통보서 또는 사회복지서비스 및 급여 제공(변경) 결과통보서, 차상위 본인부담경감대상자 증명서,ㆍ차상위 130% 이내: 한부모가족증명서,ㆍ최저생계비(120~200% 이하): 주민등록등본 , 과세증명서(등본상 성인 각 1통), 건강보험증 사본, 건강보험납입증명서 , 전/월세 계약서 사본(자가:등기부등본), 근로소득원천징수 영수증(자영업자:소득증명원/사실증명원), 부채증명서(증명서 있는 경우만 인정)
							",," 
								- 국민기초생활수급자 또는 차상위 계층(최저생계비 120%이내), - 구강암얼굴기형 치과치료 필요한 자
							","구강암, 얼굴기형 환자 치과진료비 지원사업","
								- 단순 성형 및 교정진료 외 구강암얼굴기형으로 인한 치과적 수술, 1인당 최대 1,000만원 지원
							"
,,,,,"
								- 부득이한 사유로 일시적으로 가족의 보호를 받을 수 없는 수급자에게 일정기간 동안 단기보호시설에 보호하여 신체활동 지원과 심신기능의 유지, 향상을 위한 교육, 훈련 등을 제공하는 급여
							",단기보호서비스,
"
								- 공고: 매년 4월 말 공고 ,- 방문접수: 지정된 16개 대학교
							",,,,," 
								- 전국 16개 지정된 대학원 석사과정박사과정석박사 통합과정 1년차 1학기 재학생 ,- 인문사회계 및 자연계분야 전공자(의약학 및 예체능계 제외)
							",장학금사업,"
								- 3학기 등록금 전액 및 교재대(학기 당 30만원) ,- 기타지원,ㆍ장학생 M.T 및 연말모임 지원,ㆍ연암장학생 학위 취득 기념패 수여 및 장학생의 밤 행사 시행(매년 2월)
							"
,,,,,"
								- 교환학생 프로그램에 참여하는 대학생의 학업 및 생활지원,- 미주/유럽/기타 700만원, 아시아 500만원
							",해외 교환장학생,"
								- 매년 3월, 9월 공고,- 방문접수: 모교 장학금 담당부서
							"
"
								- 인터넷 접수: jaedan.nonghyup.com
							","
								,
							",,"
								- 지원 신청서(자기소개서 포함) 1부, 건강보험 자격득실확인서(부모 모두) 1부,- 주민등록등본(농업인과의 관계입증이 안될 경우 가족관계확인서) 1부,- 농업인 확인서, 조합원 증명서 중 택일 1부 ,- 수능시험 성적증명서(수능성적지원자) 1부 ,- 고등학교 성적증명서(내신성적지원자) 1부
							",," 
								- 농업인 및 그 자녀로서 성적이 우수한 국내 대학 입학예정자,ㆍ농협 상임임원 및 정규직원 자녀가 아닌자 ,- 고등학교 3학년 내신성적 또는 대학수학능력시험성적이 우수한 자,ㆍ지원자가 유리하다고 판단되는 요건을 선택하여 지원 ,- 내신성적과 수능성적 지원자 구분 평가하여 고득점 순으로 최종 선발
							",인재육성장학,"
								- 한 학기당 등록금 실납입액 중 최대 300만원 이내에서 장학금 지원,ㆍ성적 일정기준(백분율 85점이상) 유지시 정규수업연한(최대 12학기) 동안 계속 지원,ㆍ타 장학금 수혜의 경우 해당 학기 지원대상에서 제외
							"
"
								- 홈페이지(dreamclass.org) 회원가입 후 신청
							",,,"
								,
							",," 
								- 저소득 가정,- 국내 재학중인 대학생(휴학생 신청불가, 차기학기 복학 예정자 지원가능),- 활동기간 중 실습, 인턴, 연수 등 지속활동이 어려울 것으로 예상되는 경우 지원불가,ㆍ기초생활수급권자, 차상위계층 가산점 부여
							",드림클래스,"
								- 방과후 영어, 수학 학습 제공(주중/주말 선택, 총 주 8시간, 방학캠프),- 장학금 지급(대상 중학생 학습 시간당 37,500원),ㆍ타 장학금 중복수혜 여부는 전화문의
							"
"
								- , 본인인증(연중)
							",,,"
								- 외국인 근로자 사고조사보고서 1부,- 외국인 근로자 상담소 현황 관련 설문지 1부,- 외국인 근로자 무료 병원 현황 관련 설문지 1부 중 택 1
							",," 
								- 산재 외국인 근로자
							",산재 외국인근로자 지원,"
								- 국내 취업 중 사망 또는 산재 당한 외국인 근로자를 10개 등급으로 분류해 상해 정도를 확인한 후 소속 주한 대사관 직원의 입회 하에 지원금을 지급,- 외국인근로자 무료병원, 무료진료소 의약품 지원,- 외국인근로자상담소 지원,- 금액 미정
							"
"
								- 매년 12월 접수,- 인터넷 접수: jaedan.nonghyup.com ,- 방문 접수: 서울시 강북구 삼양로 173길 7 농협장학관
							",,,"
								- 입사 신청서 1부, 농협과의 특수관계 확인서 1부, 주민등록등본,- 농업인 확인서, 조합원 증명서 중 택1, 1부,- 건강장기요양 보험료 납부확인서(부, 모 모두) 1부 ,ㆍ홈페이지 참조
							",," 
								- 농업인 또는 그 자녀 대학생으로 연중 재학중인 자로서 모집요강 기준에 해당하는 대학생,ㆍ농협 상임임원 및 정규직원 자녀가 아닌 자,ㆍ농협 인재육성 장학생이 아닌자 ,- 신입생: 수능성적 / 고교 내신성적 중 지원자가 유리하다고 판단되는 요건 선택(단 수능 3과목 미만 응시자는 반드시 내신성적 제출),- 재학생: 1년간(두개 학기) 성적으로 평가(군입대 및 휴학으로 인해 20''년도 1년간 성적이 없을 경우 마지막 두개 학기 성적으로 평가)
							",농협장학관 입사,"
								- 농협장학관 입사 ,- 합격자가 납부하여야 할 금액은 100만원(1년분) 이며, 전액 농협재단의 재산(기부금)으로 편입되고, 운용수익은 학생들을 위한 사업을 통하여 환원,ㆍ입사 후 납부금액은 일절 반환하지 않음,ㆍ1학기 50만원, 2학기 50만원 분납
							"
"
								- 이메일 접수 : skhappiness@skhappiness.org
							",,,"
								- 신청서,- 추천서(기관 담당자 등)
							",," 
								- 청년
							",SK뉴스쿨,"
								- 1년 동안 요리교육, 인문 예술 교육 등
							"
"
								- 기타 접수: 학교 추천
							",,,"
								- 장학지원서 1부,- 성적증명서 1부,- 학교추천서 1부
							",," 
								- 서울 주요권 대학, 지방 국립대(총 30개 대학) 대학생 및 대학원생
							",장학사업,"
								- 등록금 전액,- 금액 미정
							"
"
								- 기타 접수: 거주지 관할 시/군/구청장
							",,,,," 
								- 무의탁독거노인, 저소득층아동, 소년소녀가장, 결식학생, 북한이탈주민, 결핵ㆍ한센병환자, 다문화가정, 노숙자 등
							",소외계층지원,"
								- 지원요청 내용 검토 후 결정
							"
